LegID,LegType,LegRtType,LegSpeed,LegWidth,NumLanes,MergeLanes,PaveType,MedType,MedWidth,LegTCType,LTLanes,LTWidth,LTLnLength,LTOffset,RTLanes,RTWidth,RTLnLength,RTChannel,RTMoveCtrl,PedCross,Rumble,OneWay,TurnProhib,SightLt,SightRt,IntCat,AreaType,NumberLegs,IntTCType,Lighting,Terrain,Offset,OffsetDist,SkewAngle,NextPIDist,AADT,IntAADT,5YrCrashCount,1YrCrashCount
151204_2,1,1,55,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,1,1,3,1,2,1,2,0,2,370,1070,1070,0,0
151204_3,2,4,25,25,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,1,1,3,1,2,1,2,0,2,370,<Null>,1070,0,0
157908_1,1,1,65,121,4,0,1,2,38,1,1,15,192,-43,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,20,684,12320,12320,2,0.4
157908_2,1,1,65,121,4,0,1,2,38,1,1,15,186,-43,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,20,684,12320,12320,1,0.2
157908_3,2,3,45,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,20,684,350,12320,0,0
157908_4,2,3,45,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,20,684,810,12320,2,0.4
163919_1,1,1,55,116,4,0,1,2,67,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,46,2900,3980,3980,0,0
163919_2,1,1,55,112,4,0,1,2,65,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,46,2900,3980,3980,0,0
163919_3,2,5,25,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,46,2900,<Null>,3980,1,0.2
163919_4,2,5,25,23,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,4,1,4,2,2,1,2,0,46,2900,<Null>,3980,1,0.2
166100_1,1,1,55,116,4,0,1,2,66,1,1,15,0,0,0,0,0,1,1,1,2,2,1,3,2,3,1,3,1,2,1,2,0,1,538,5000,5000,0,0
166100_2,1,1,55,113,4,0,1,2,50,1,0,0,194,0,0,0,0,1,1,1,2,2,1,2,3,3,1,3,1,2,1,2,0,1,538,5000,5000,0,0
166100_3,2,5,25,20,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,3,1,3,1,2,1,2,0,1,538,<Null>,5000,0,0
176481_1,1,5,70,15,1,0,1,1,0,2,0,0,0,0,0,0,0,3,3,1,2,1,1,2,2,9,1,4,1,2,2,2,0,45,1378,1090,11140,0,0
176481_2,1,5,70,15,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,2,2,2,0,45,1378,5370,11140,0,0
176481_3,2,1,45,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,2,2,2,0,45,1378,11140,11140,0,0
176481_4,2,1,45,43,3,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1,2,2,3,3,2,9,1,4,1,2,2,2,0,45,1378,11140,11140,0,0
176610_1,1,5,70,18,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,2,2,2,2,0,46,1060,1010,11140,0,0
176610_2,1,5,70,18,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1,2,1,1,2,2,9,1,4,2,2,2,2,0,46,1060,5010,11140,0,0
176610_3,2,5,55,26,2,0,1,1,0,2,0,0,0,0,0,0,0,2,1,1,2,2,3,3,2,9,1,4,2,2,2,2,0,46,1060,11140,11140,0,0
176610_4,2,1,55,26,2,0,1,1,0,2,0,0,0,0,0,0,0,3,1,1,2,2,2,2,3,9,1,4,2,2,2,2,0,46,1060,11140,11140,0,0
196371_1,1,5,70,16,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,2,1,2,0,45,301,1560,5290,0,0
196371_2,1,5,70,16,1,0,1,1,0,2,0,0,0,0,0,0,0,3,2,1,2,1,1,2,2,9,1,4,1,2,1,2,0,45,301,770,5290,0,0
196371_3,2,1,55,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,2,1,2,0,45,301,5290,5290,0,0
196371_4,2,1,55,24,2,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,2,2,3,3,2,9,1,4,1,2,1,2,0,45,301,5290,5290,0,0
206093_1,1,5,70,20,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,1,4,1,1,1,2,0,32,145,1220,1810,0,0
206093_2,1,5,70,20,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,1,1,2,0,32,145,1190,1810,0,0
206093_3,2,1,50,35,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,1,4,1,1,1,2,0,32,145,1810,1810,0,0
206093_4,2,1,50,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,1,1,2,0,32,145,1810,1810,0,0
227150_1,1,2,70,18,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,2,4,1,1,1,2,0,14,574,2810,9090,0,0
227150_2,1,5,70,19,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,2,4,1,1,1,2,0,14,574,1580,9090,0,0
227150_3,2,1,45,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,2,4,1,1,1,2,0,14,574,9090,9090,0,0
227150_4,2,1,45,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,2,4,1,1,1,2,0,14,574,9090,9090,0,0
232399_1,1,1,40,27,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,3,2,0,36,574,8750,8750,0,0
232399_2,1,1,40,27,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,3,2,0,36,574,8750,8750,2,0.4
232399_3,2,3,30,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,1,6,2,4,2,1,3,2,0,36,574,2060,8750,3,0.6
232399_4,2,5,30,19,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,3,2,0,36,574,<Null>,8750,13,2.6
233617_1,1,5,70,15,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,2,3,2,0,3,127,730,1900,0,0
233617_2,1,5,70,16,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,1,4,1,2,3,2,0,3,127,1430,1900,0,0
233617_3,2,1,55,43,2,0,1,1,0,1,1,14,0,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,2,3,2,0,3,127,1900,1900,0,0
233617_4,2,1,55,43,2,0,1,4,14,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,1,4,1,2,3,2,0,3,127,1900,1900,0,0
235322_1,1,5,70,18,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,2,4,1,1,1,1,6,26,103,2800,12020,0,0
235322_2,1,5,70,18,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,2,4,1,1,1,1,6,26,103,2350,12020,0,0
235322_3,2,1,45,78,4,0,1,3,16,1,1,16,202,0,0,0,0,1,1,1,2,2,2,2,3,9,2,4,1,1,1,1,6,26,103,12020,12020,0,0
235322_4,2,1,45,80,4,0,1,3,26,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,2,4,1,1,1,1,6,26,103,12020,12020,0,0
235704_1,1,5,70,24,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,1,4,1,2,3,2,0,3,146,820,2820,0,0
235704_2,1,5,70,25,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,2,3,2,0,3,146,1660,2820,0,0
235704_3,2,1,55,35,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,1,4,1,2,3,2,0,3,146,2820,2820,0,0
235704_4,2,1,55,41,2,0,1,1,0,1,1,15,123,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,2,3,2,0,3,146,2820,2820,0,0
241464_1,1,1,40,64,4,0,1,1,0,1,1,14,98,0,0,0,0,1,1,1,2,2,1,3,2,7,2,3,1,1,1,2,0,0,0,15800,15800,2,0.4
241464_2,1,1,40,64,4,0,1,1,0,1,1,14,109,0,0,0,0,1,1,1,2,2,1,1,3,7,2,3,1,1,1,2,0,0,0,15800,15800,2,0.4
241464_3,2,5,25,46,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,1,7,2,3,1,1,1,2,0,0,0,<Null>,15800,5,1
241655_1,1,1,30,50,4,0,1,4,12,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,1,12,1,415,19320,19320,2,0.4
241655_2,1,1,30,76,6,0,1,4,14,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,1,12,1,415,19320,19320,1,0.2
241655_3,2,5,25,36,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,2,2,8,2,4,2,1,1,1,12,1,415,<Null>,19320,1,0.2
241655_4,2,5,25,42,2,0,1,1,0,2,0,0,33,0,1,16,33,1,2,3,2,2,1,2,2,8,2,4,2,1,1,1,12,1,415,<Null>,19320,4,0.8
241768_1,1,1,35,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,1,2,2,0,0,80,12170,12170,2,0.4
241768_2,1,1,35,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,2,2,1,3,2,5,2,3,1,1,2,2,0,0,80,12170,12170,1,0.2
241768_3,2,5,15,28,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,5,2,3,1,1,2,2,0,0,80,<Null>,12170,0,0
243133_1,1,1,40,30,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,1,1,9,13,346,15800,15800,1,0.2
243133_2,1,1,40,30,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,1,1,9,13,346,15800,15800,0,0
243133_3,2,5,25,18,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,1,1,9,13,346,270,15800,0,0
243133_4,2,5,25,28,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,1,1,9,13,346,270,15800,0,0
245800_1,1,1,40,28,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,5,2,3,1,1,1,2,0,2,0,15800,15800,2,0.4
245800_2,1,1,40,28,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,1,1,2,0,2,0,15800,15800,4,0.8
245800_3,2,5,25,28,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,5,2,3,1,1,1,2,0,2,0,<Null>,15800,1,0.2
251174_1,1,1,45,46,2,0,1,1,0,1,0,0,0,0,1,15,115,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,23,1,289,14710,14710,0,0
251174_2,1,1,45,45,2,0,1,1,0,1,0,0,0,0,1,13,118,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,23,1,289,14710,14710,0,0
251174_3,2,5,20,42,2,0,1,5,7,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,23,1,289,<Null>,14710,0,0
251174_4,2,5,20,31,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,23,1,289,<Null>,14710,0,0
252495_1,1,1,45,90,4,0,1,2,23,1,1,11,156,-21,1,13,294,1,1,1,2,2,1,2,3,7,2,3,1,1,2,2,0,1,689,35100,35100,7,1.4
252495_2,1,1,45,104,4,0,1,2,37,1,0,0,162,-21,0,0,255,1,1,1,2,2,1,3,2,7,2,3,1,1,2,2,0,1,689,35100,35100,3,0.6
252495_3,2,5,30,42,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,7,2,3,1,1,2,2,0,1,689,<Null>,35100,9,1.8
261978_1,1,1,40,91,4,0,1,2,35,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,3,1,18,10,533,32310,32310,4,0.8
261978_2,1,1,40,116,4,0,1,2,35,1,0,0,0,0,2,23,78,1,1,1,2,2,1,2,2,8,2,4,2,1,3,1,18,10,533,32310,32310,10,2
261978_3,2,5,20,27,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,3,1,18,10,533,<Null>,32310,2,0.4
261978_4,2,5,25,36,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,2,2,8,2,4,2,1,3,1,18,10,533,<Null>,32310,2,0.4
262104_1,1,1,25,96,6,0,1,2,22,1,0,0,0,0,0,0,0,1,1,1,2,2,4,2,2,8,2,4,2,1,2,1,28,3,236,39110,39110,12,2.4
262104_2,1,1,25,96,6,0,1,2,20,1,0,0,0,0,0,0,0,1,1,1,2,2,4,2,2,8,2,4,2,1,2,1,28,3,236,39110,39110,10,2
262104_3,2,5,25,28,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,1,2,8,2,4,2,1,2,1,28,3,236,<Null>,39110,4,0.8
262104_4,2,5,25,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,8,2,4,2,1,2,1,28,3,236,<Null>,39110,4,0.8
262117_1,1,1,25,96,6,0,1,2,21,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,7,2,3,1,1,2,2,0,1,171,39110,39110,11,2.2
262117_2,1,1,25,96,6,0,1,2,6,1,1,13,58,0,0,0,0,1,1,1,2,2,1,2,3,7,2,3,1,1,2,2,0,1,171,39110,39110,11,2.2
262117_3,2,5,25,28,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,1,2,7,2,3,1,1,2,2,0,1,171,<Null>,39110,1,0.2
266577_1,1,1,40,76,4,0,1,2,7,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,2,1,23,2,541,12560,12560,1,0.2
266577_2,1,1,40,79,4,0,1,2,7,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,2,1,23,2,541,12560,12560,1,0.2
266577_3,2,5,25,26,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,2,2,8,2,4,2,1,2,1,23,2,541,<Null>,12560,0,0
266577_4,2,5,25,38,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,2,1,2,2,8,2,4,2,1,2,1,23,2,541,<Null>,12560,0,0
267912_1,1,5,40,38,2,0,1,1,0,3,0,0,0,0,0,0,0,3,3,1,2,2,3,2,2,9,2,3,5,1,3,2,0,53,130,2040,24570,0,0
267912_2,2,1,40,69,2,0,1,2,10,1,0,0,0,0,0,0,0,3,1,1,2,1,3,2,3,9,2,3,5,1,3,2,0,53,130,24570,24570,0,0
267912_3,2,1,40,72,2,0,1,2,16,1,0,0,0,0,0,0,0,3,1,1,2,1,3,3,2,9,2,3,5,1,3,2,0,53,130,24570,24570,0,0
268060_1,1,5,65,20,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,9,1,4,1,2,2,1,3,2,138,1460,1480,0,0
268060_2,1,5,65,20,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,1,4,1,2,2,1,3,2,138,670,1480,0,0
268060_3,2,1,35,22,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,9,1,4,1,2,2,1,3,2,138,1480,1480,0,0
268060_4,2,1,35,26,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,1,4,1,2,2,1,3,2,138,1480,1480,0,0
276701_1,1,1,45,86,4,0,1,2,16,1,0,0,0,0,1,13,0,1,1,1,2,2,1,3,2,7,2,3,1,1,2,2,0,1,1355,18620,18620,1,0.2
276701_2,1,1,45,86,4,1,1,2,16,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,7,2,3,1,1,2,2,0,1,1355,18620,18620,1,0.2
276701_3,2,5,25,34,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,7,2,3,1,1,2,2,0,1,1355,<Null>,18620,3,0.6
287432_1,1,1,35,82,4,0,1,2,21,1,1,12,176,0,0,0,0,1,1,1,2,2,1,1,3,7,2,3,6,2,2,2,0,25,60,21060,21060,0,0
287432_2,1,1,35,80,4,0,1,2,33,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,7,2,3,6,2,2,2,0,25,60,21060,21060,0,0
287432_3,2,5,25,26,2,0,3,1,0,4,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,7,2,3,6,2,2,2,0,25,60,3660,21060,0,0
290477_1,1,1,35,68,4,0,1,1,0,1,1,14,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,2,2,1,8,10,423,17780,17780,1,0.2
290477_2,1,1,35,68,4,0,1,1,0,1,1,14,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,2,2,1,8,10,423,17780,17780,0,0
290477_3,2,5,25,25,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,2,2,1,8,10,423,<Null>,17780,1,0.2
290477_4,2,5,25,25,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,2,2,1,8,10,423,<Null>,17780,1,0.2
293360_1,1,5,70,22,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,2,1,1,3,3,9,2,4,1,1,2,2,0,28,175,1250,3980,0,0
293360_2,1,5,70,22,1,0,1,1,0,2,0,0,0,0,0,0,0,2,3,1,2,1,1,2,2,9,2,4,1,1,2,2,0,28,175,570,3980,0,0
293360_3,2,1,50,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,9,2,4,1,1,2,2,0,28,175,3980,3980,0,0
293360_4,2,1,50,56,2,1,1,1,0,1,0,0,0,0,1,15,508,1,1,1,2,2,3,3,2,9,2,4,1,1,2,2,0,28,175,3980,3980,0,0
295416_1,1,1,45,84,4,1,1,1,0,1,1,12,625,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,2,2,0,26,711,4900,4900,0,0
295416_2,1,1,45,84,4,0,1,1,0,1,1,12,153,0,1,13,588,2,3,1,2,2,1,2,2,8,2,4,2,1,2,2,0,26,711,4900,4900,0,0
295416_3,2,5,25,42,2,0,1,1,0,2,1,12,290,0,0,0,0,2,1,1,2,2,1,2,2,8,2,4,2,1,2,2,0,26,711,<Null>,4900,0,0
295416_4,2,5,25,36,2,0,1,1,0,2,0,0,161,0,1,12,161,1,2,1,2,2,1,2,2,8,2,4,2,1,2,2,0,26,711,<Null>,4900,0,0
297786_1,1,1,45,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,5,2,3,1,2,2,2,0,30,5413,11510,11510,0,0
297786_2,1,1,45,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,2,2,2,0,30,5413,11510,11510,0,0
297786_3,2,5,25,18,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,5,2,3,1,2,2,2,0,30,5413,<Null>,11510,0,0
298697_1,1,1,35,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,12,7,314,4650,4650,1,0.2
298697_2,1,1,35,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,12,7,314,4650,4650,1,0.2
298697_3,2,5,25,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,12,7,314,<Null>,4650,0,0
298697_4,2,5,25,26,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,6,2,4,2,1,2,1,12,7,314,<Null>,4650,1,0.2
298699_1,1,1,35,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,1,5,2,3,1,1,2,2,0,2,314,4650,4650,0,0
298699_2,1,1,35,24,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,1,2,2,0,2,314,4650,4650,0,0
298699_3,2,5,25,24,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,5,2,3,1,1,2,2,0,2,314,<Null>,4650,0,0
300883_1,1,1,45,102,6,0,1,5,14,1,1,13,74,2,0,0,0,1,1,1,2,2,1,3,2,7,2,3,1,1,1,2,0,1,74,43280,43280,1,0.2
300883_2,1,1,45,98,6,0,1,3,12,1,1,14,100,2,0,0,0,1,1,1,2,2,1,2,3,7,2,3,1,1,1,2,0,1,74,43280,43280,10,2
300883_3,2,5,25,26,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,7,2,3,1,1,1,2,0,1,74,<Null>,43280,3,0.6
303403_1,1,1,35,48,4,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,7,2,3,1,1,2,2,0,4,503,4700,4700,0,0
303403_2,1,1,35,48,4,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,7,2,3,1,1,2,2,0,4,503,4700,4700,0,0
303403_3,2,5,25,29,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,7,2,3,1,1,2,2,0,4,503,<Null>,4700,0,0
303531_1,1,1,40,56,4,0,1,4,12,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,2,0,3,473,26920,26920,5,1
303531_2,1,1,40,56,4,0,1,4,12,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,2,0,3,473,26920,26920,1,0.2
303531_3,2,5,25,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,2,0,3,473,<Null>,26920,2,0.4
303531_4,2,5,25,22,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,8,2,4,2,1,1,2,0,3,473,<Null>,26920,2,0.4
304150_1,1,1,45,22,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,5,2,3,1,2,2,2,0,21,2796,6130,6130,2,0.4
304150_2,1,1,45,22,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,2,2,2,0,21,2796,6130,6130,7,1.4
304150_3,2,5,20,20,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,5,2,3,1,2,2,2,0,21,2796,<Null>,6130,0,0
307262_1,1,1,45,25,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,5,2,3,1,2,2,2,0,50,2070,6150,6150,0,0
